,date_review,reviewID_review,reviewContent_review,rating_review,usefulCount_review,coolCount_review,funnyCount_review,fake_review,reviewerID_user,name_user,location_user,yelpJoinDate_user,friendCount_user,reviewCount_user,firstCount_user,usefulCount_user,coolCount_user,funnyCount_user,complimentCount_user,tipCount_user,fanCount_user,reviewsPerDay_user,hotelID_hotel,name_hotel,location_hotel,reviewCount_hotel,rating_hotel,categories_hotel,address_hotel,AcceptsCreditCards_hotel,PriceRange_hotel,WiFi_hotel,webSite_hotel,phoneNumber_hotel,filReviewCount_hotel
561,1/21/2007,nrHUhviR0hCwkH9-y4qfYQ,"I have stayed in five different hotels in Chicago and this is my favorite.  I actually like the fact that it is a few blocks off Michigan Avenue.  It is still a really great location.  Our room was spacious and clean.  The lobby is beautiful and the girl at the front desk gave us free drinks and snacks in the lounge when our room wasn't ready for check-in.  We had a great stay, and I would love to stay at the Fairmont again.",4,1,1,0,N,YaIw4XffGO1cYXLAwYqPxw,Devin C.,"Aurora, IL",December 2009,3,5,0,6,0,4,1,0,0,0.004830917874396135,GXu3PD4IPsxIHpo011aydg,Bob's Donut & Pastry Shop,"Bob's Donut & Pastry Shop - Nob Hill - San Francisco, CA",1231,4.5,"Food, Bakeries, Donuts, METADATA","1621 Polk St (between Sacramento St & Clay St) San Francisco, CA 94109 Neighborhood: Nob Hill",No,$,None,None,(415) 776-3141,0
562,2/1/2006,EJd97q5NeHIPZjJScLCB-A,"A beautiful place to stay, but maybe outside the average person's budget. Who cares...splurging every so often does amazing things for the soul. Really.",5,1,0,0,N,wbVznKJZvukgZKs--z4EEw,Kyna Doc Blondey Z.,"Milwaukee, WI",May 2010,40,26,3,44,23,7,10,28,0,0.029411764705882353,f7GbmIcePXbV7ZtQv4_JNg,Garcon French Restaurant,"Garcon French Restaurant - Mission - San Francisco, CA",549,3.5,"Restaurants, French, METADATA","1101 Valencia St (between 22nd St & 23rd St) San Francisco, CA 94110 Neighborhood: Mission",Yes,$$$,No,http://www.garconsf.com,(415) 401-8959,0
563,7/14/2009,j8z2-Zr9ns2LcPQ4t52yYw,"Great location (steps to Millennium Park and Michigan Avenue) and well appointed rooms. We actually got a pretty good rate here ($120/night) through Priceline, but standard room rates are typically more than double that. For OOT guests, parking can be rather pricey around these parts -- the Fairmont charges $50/day with in/out privileges -- so if you're not planning on moving your car, park in the Aon Building (directly across from the hotel parking), it's $13/day on weekends.",4,1,0,0,N,V41PVFHlkAN3D1w_zZV0Bg,Pat M.,"Mercer Island, WA",April 2011,5,43,0,32,12,15,7,2,0,0.07832422586520947,wZgysWkKll8lNcX2bQjo8Q,Stoves by the Tubmakers,"Stoves by the Tubmakers - Berkeley, CA",17,2.0,"Shopping, Home & Garden, Appliances, METADATA","915 Ashby Ave (between 7th St & 9th St) Berkeley, CA 94710",Yes,$$,None,None,(510) 843-2000,0
564,3/22/2010,mdkeK8iFW1vlWyr,"Stayed here St. Patty's Day weekend so I will admit I was barely in the hotel, BUT great experience.  4 of my girlfriends got a double room, comfy beds, nice big bathrooms, so we could all get ready without getting in anyone's way.  My only complaint is next time I'll try and enjoy the hotel more during my stay.",5,3,0,0,N,xkGBar17zVnJgKh0cH1J4w,Rick RickyBoy M.,"Barrington, IL",March 2009,9,30,4,15,4,7,0,0,1,0.022900763358778626,_GunRIpJwrm5aZWb6bHSsQ,The Irish Bank Bar & Restaurant,"The Irish Bank Bar & Restaurant - Union Square - San Francisco, CA",675,3.5,"Nightlife, Bars, Pubs, Restaurants, Irish, METADATA","10 Mark Ln (between Harlan Pl & Bush St) San Francisco, CA 94108 Neighborhood: Union Square",Yes,$$,Free,http://www.theirishbank.com,(415) 788-7152,0
565,10/5/2011,ZtAOPj4jZ7IXt7P87WvmdA,"i should start a blog... adventures at the fairmont chicago.  today, no room cleaning.  i called housekeeping, and the guy tells me i must have left the privacy sign on the door.  no, it's still hanging on the back of the door where i left it.  can i just get some clean towels... please?  really hoping the laundry i sent out this morning shows up.  otherwise, looks like i'll be going to dinner in my sweats... or naked.  *sigh*",2,0,0,0,N,v3xfyZCH_tyKK4asYFQ_6A,Indy B.,IN,January 2007,5,143,15,111,23,130,6,0,1,0.0680952380952381,fsCyPEoNs1XP5mc57eAzSA,Tocabe American Indian Eatery,"Tocabe American Indian Eatery - Northwest - Denver, CO",219,4.0,"Restaurants, American (Traditional), Tex-Mex, METADATA","3536 W 44th Ave Denver, CO 80202 Neighborhood: Northwest",Yes,$,No,http://www.tocabe.com,(720) 524-8282,0
566,7/25/2005,QA4Vn524Q1hSSXRCVxTbNA,"The Fairmont is an excellent hotel in the Illinois Center area of downtown. It is a tall tower with a bland tan-colored exterior. Its interiors are more elegant in design, and the excellent guest rooms are laid out in an L-shaped floor plan.",4,0,0,0,N,ySBlbaIaBBIm_NqNbqa4qg,Aki S.,"Minneapolis, MN",July 2007,38,43,1,24,16,6,2,0,0,0.022407503908285567,egWV57RVL80XTugwjUowzA,Hyatt Regency Denver Tech Center,"Hyatt Regency Denver Tech Center - Southeast - Denver, CO",31,4.0,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","7800 East Tufts Avenue Denver, CO 80237 Neighborhood: Southeast",Yes,$$,Paid,http://techcenter.hyatt.com,(303) 779-1234,0
567,10/25/2010,BeL8ctL5xD0gQJFEoqIR9A,"I've stayed in quite a few downtown Chicago hotels in the loop and River North -- and this is by far the nicest experience we've ever had. The service was impeccable, the rooms were beautiful and the bathrooms were gorgeous. Everything was spotless and extremely well maintained. We'll definitely be back. Well done, Fairmont.",5,0,0,0,N,yd4oemuXJO9MmStmbh5Jrw,JB S.,"Gig Harbor, WA",September 2011,1,10,1,13,0,14,1,3,0,0.025252525252525252,7Al-Oez3zhIWyuRP4fMmTQ,Doubletree Hotel,"Doubletree Hotel - Aurora, CO",8,2.5,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","13696 E Iliff Pl Aurora, CO 80014",Yes,$$,Paid,http://www.doubletreedenversouthea…,(303) 337-2800,0
568,10/8/2009,635P7dmfxbLX-Lb5lQd3dA,"Top-notch service, a spacious (for a big city) and spotless room, great location, a wine bar in the lobby--no complaints here!  Room service was excellent, too.  On the pricier end of the scale, but there are deals to be had if you time things right.",4,0,0,0,N,-THLGnsYKu3yQAsy_tt1fw,Brittany I'll blind you with science L.,"Indianapolis, IN",February 2011,47,349,76,306,143,119,161,216,4,0.5740131578947368,2JflKQ_sT0qmr36q-m4GpA,The Westin Riverfront Resort & Spa at Beaver Creek Mountain,"The Westin Riverfront Resort & Spa at Beaver Creek Mountain - Avon, CO",33,4.0,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","126 Riverfront Lane PO Box 9690 Avon, CO 81620",Yes,$$$,Free,http://www.westinriverfrontbeaverc…,(970) 790-6000,0
569,12/13/2010,T29ONbiol0D2a2TSpsyiKg,"The Fairmont is a very nice hotel.  The decor of the lobby gives it a romantic sexy vibe.  The only problem with the lobby is that the Eno wine bar is located smack dab in the middle of it.  Therefore the lobby area is actually pretty small.  Lovely, but small.  My sister ate at Aria and really enjoyed her meal.  She especially liked the ambiance.   The rooms are spacious and luxurious.  The large flat screen tv was a nice surprise.  The beds were comfortable and the decor was lovely.  The room featured a coffee pot which came in handy after walking around in the cold on Michigan Ave.  The rooms were plush.  I generally couldn't hear people in the rooms next to us except when they were blow drying their hair.  The bathrooms were quite large.  The separate shower and tub was a nice surprise.  The rain head shower was nice, but I found that it lacked good water pressure.  All of the fixtures in the bathroom were quite nice.   While the hotel was nice I'm not sure if I would stay here again.  I might try finding a hotel closer to Michigan Ave.  While this isn't far from Michigan Ave it isn't exactly as convenient some other hotels.",4,0,0,0,N,X3v0CfeYUjHTWRLb-VG-eg,Erin W.,"Fremont, NE",November 2010,9,37,18,35,5,13,2,0,0,0.05285714285714286,zaI0dm5db961Sd-0SElriw,Genos Italian Sandwiches,"Genos Italian Sandwiches - Avon, CO",6,4.5,"Restaurants, Italian, METADATA","100 W Beaver Creek Blvd Avon, CO 81620",No,$,No,None,(970) 949-0529,0
570,3/23/2010,16e9bVBU2fkU2FuywgSceg,"Stayed here for a weekend in July 2009.  This hotel has ruined all other hotel stays for me.  Great location, really nice rooms, gorgeous lobby!  It's newly remodeled, too!  I got an amazing deal on Priceline, and no hidden fees when I showed up.  I love this hotel!",5,0,0,0,N,tDkP9W6V3RuHi7KFR0AWtA,Miles H.,"Chicago, IL",July 2009,0,9,1,27,3,27,0,0,1,0.007575757575757576,vZ-QnYOakSRWwt46W5dRjQ,Taqueria No Se Hagan Bolas,"Taqueria No Se Hagan Bolas - Avon, CO",6,4.0,"Restaurants, Mexican, METADATA","91 Beaver Creek Pl Ste 104 Avon, CO 81620",None,None,None,None,(970) 845-7959,0
571,8/22/2010,RXm7lhqIEzwROjVukOtebw,"Loved the room and the view,",4,0,0,0,N,ZnqaTgFB2MCuuDkVFrc6dg,C. H.,"San Mateo, CA",September 2010,61,190,2,87,33,55,24,291,6,0.24967148488830487,_8q800TFca4b8Y7rytNRNg,Avon Bakery & Deli,"Avon Bakery & Deli - Avon, CO",41,4.5,"Food, Bakeries, Restaurants, Delis, METADATA","25 Hurd Ln Avon, CO 81620",Yes,$,None,http://www.avonbakeryanddeli.com,(970) 949-3354,0
572,8/31/2009,9H4rQjw14NWL7-Ovyv4M1g,"Stayed here for a wedding and enjoyed a regular room with two doubles that was spacious enough that it felt like a suite.  Loved the views, loved the location (right off Millennium Park, walkable to the riverfront, shopping, and shops).  Great service (the front desk found us a pizza place that would deliver at 2am and they also helped us with an emergency wedding toast print out situation).  However, a few quibbles: 1) room service that ends at 10:30pm (not good for those of us arriving late at night from the west coast - hence the needed pizza delivery above), 2) no vending machines anywhere in the hotel,  meaning a bottle of water or a Sprite was nearly impossible to get late at night;  3) business center that closes before 6pm (hence the emergency printout situation above); 4) gym access by payment only - not complimentary for hotel guests; and 5) no in-room coffee maker.  While I appreciate the extra service they provide to make up for some of these amenities, I have travelled quite a lot for both business and pleasure, and I have come to expect the above amenities to be standard.  With this set of services, I imagine that they are targeting leisure travelers only, as this would not be acceptable for business travelers who stay on any frequent basis.",3,0,0,0,N,YXnvlctk24KcJ3XNZ5YGhQ,Teri Boots B.,"Vallejo, CA",March 2007,104,254,54,250,279,84,87,75,13,0.12444879960803527,02euPBQRCGkdt2AnJQzJUQ,Seoul Taco,"Seoul Taco - Downtown - Saint Louis, MO",47,4.0,"Restaurants, Food Stands, Korean, Mexican, METADATA","Saint Louis, MO 63101",Yes,$,No,http://www.seoultacostl.com/,(314) 517-8916,0
573,9/23/2008,BxtxJIlH-epMI7zqDJzkyw,"Overall, we had a great stay. We enjoyed the 24 hour room service, the large and beautiful room, and the nice views of Chi-town. Our experience with the staff was incredible!! they were on top of everything, especially ensuring we were having a great weekend!! The conceirge, Tim was amazing, hands-down. He  was what made our weekend incredible, by suggesting great places to visit, dine at, and truly went above and beyond to ensure our stay was top notch. The only thing that was disappointing was the noise of the doors of other hotel rooms. We were woken up both Sat and Sunday morning as early as 7am by other hotel room doors slamming closed. This was not fun, esp since we were hoping to sleep in late both mornings. Honestly, we heard every hotel door near our hotel bedroom slam closed. The insulation is horrible. And the noise level of the slamming doors was awful. We did note this to the concierge, who stated he received similar complaints from other hotel guests. So, if you're looking for a great hotel, amazing service, but the noise of slamming doors (due to poor insulation and bad architecture), this is the place.",4,0,0,0,N,ujd6Jn1tYvsVlutQ_Kn4Ig,James Freaking H.,"New York, NY",March 2008,136,118,2,220,184,71,31,0,5,0.07044776119402985,A1suinq7EcpyM06JIe7iOA,Guerrilla Street Food,"Guerrilla Street Food - University City - Saint Louis, MO",22,4.5,"Restaurants, Food Stands, Filipino, METADATA","856 Pennsylvania Ave Saint Louis, MO 63130 Neighborhood: University City",Yes,$,No,http://www.guerrillastreetfood.com,(314) 529-1328,0
574,8/22/2012,TmVMQCz5kyxq4q2x3h1R8A,"This was a great place for our two-day stay in Chicago.  It was a good location, had free parking, a restaurant-style breakfast (instead of the typical continental fare), and a friendly staff.  There was one guy, Wallace Pope, who always had a big smile, and was extremely courteous and helpful.  I even wrote to the Best Western CEO about him.   It was not inexpensive ($375 for two nights, including taxes), but I think it was a reasonable price for downtown Chicago.",5,1,0,0,N,UGmZP3E1QHCCHky0edX44Q,Lamont Love me some Umami G.,"Dallas, TX",December 2008,149,135,10,236,138,81,75,83,2,0.09642857142857143,Cu6tRoryxKNSR5aFv18wzQ,Lemp Mansion Restaurant & Inn,"Lemp Mansion Restaurant & Inn - Benton Park - Saint Louis, MO",37,3.5,"Event Planning & Services, Hotels, Hotels & Travel, Restaurants, American (Traditional), METADATA","3322 Demenil Pl Saint Louis, MO 63118 Neighborhood: Benton Park",Yes,$$,None,http://www.lempmansion.com/,(314) 664-8024,0
575,7/27/2012,gpCYj,"Older hotel, but price was right.",3,0,0,0,N,wKX1tAeRIYPU4NtM-R5N2w,Kristen Gluten Free Goddess S.,"Chicago, IL",May 2006,106,399,34,443,203,74,124,1,17,0.1701492537313433,M0r9lUn2gLFYgIwIfG8-bQ,Baileys' Range,"Baileys' Range - Downtown - Saint Louis, MO",157,4.0,"Restaurants, Burgers, Food, Ice Cream & Frozen Yogurt, METADATA","920 Olive St Saint Louis, MO 63101 Neighborhood: Downtown",Yes,$$,No,http://www.baileysrange.com/,(314) 241-8121,0
576,5/24/2011,BsckskZHOCPwv39C2lUROQ,"My room was clean enough, but the hotel is old and dingy.  The consistent smell of air freshener in the hallways made me wonder what they were trying to cover up.   The staff were friendly enough, but not terribly helpful.  I must have been staying below a family of elephants as the noise from above was unbelievable.  Oh, and the bed in my room was about as soft as a pallet of cement blocks.   Who cares if the parking is free -- I say stay somewhere else.",2,0,0,0,N,WKpzoB_oom4OSEe703-uxw,John S.,"Jacksonville, FL",April 2010,27,142,29,123,15,26,3,43,5,0.15536105032822758,7U4y738ifggP_qzGxVZrnQ,Suntrup Nissan,"Suntrup Nissan - Saint Louis, MO",4,1.5,"Automotive, Car Dealers, METADATA","6000 S Lindbergh Blvd Saint Louis, MO 63123",None,None,None,None,(800) 275-5649,0
577,2/15/2011,Vms1DSkXaGKHelVbQNYTew,"Downtown, free parking, indoor pool, fitness center, and free WiFi....for less than $90 on Valentine's Day!  Looks like it doesn't get any better than that...right?  On paper this place looks great but it didn't rank very high IMHO...I would have given it 1 star but the free parking was worth a star. Checking in, I got the first glimpse of their customer service...or lack there of.  We got a standard king, it was a little smaller than I expected...but not so small that I felt claustrophobic.  The Internet access was a piece of cake to login to.  The noise on the street wasn't too obnoxious from the third floor.  However, the elevators were ridiculously slow...I was better off taking the stairs. The icing on the cake in our hotel experience...finding there was NO hot water in the morning!  My hubby had a big meeting early that day and was less than thrilled to discover this fact.  When I called the front desk, I was told maintenance wouldn't be available for another 2 hours.  Nothing like a cold shower to wake you up. While the hubby was at his meeting, I took full advantage of the fitness center.  It was pretty lame, only 4 pieces of equipment: treadmill, elliptical, stationary bike and multipurpose weight machine in a tiny little room.  Lucky for me I was the only one there and had the place to myself.  Not only was the fitness center small but it was HOT, there was no air circulation, venting, fan or window I could open.  It was a little hot box.  Plus, the water jug they had in there was empty. I checked back on the status of the hot water issue before heading back up to the room and the front desk said that maintenance didn't find anything wrong with the water and they were sorry for the misunderstanding.  I'm pretty sure the hubby didn't misunderstand that he had to take an ice bath of a shower earlier that morning. One star for free parking and one for free wifi & location...never going back, Chicago has a ton of other hotel's.",2,0,0,0,N,VopIGiWC6A1QN8FfoeMn-Q,Ayelet B.,"Danville, CA",November 2006,72,408,25,451,282,120,112,0,6,0.18880148079592782,6mptTV0NgtYsziTGtT1uOA,Subway,"Subway - University City - University City, MO",1,1.0,"Food, Restaurants, Sandwiches, METADATA","6633 Delmar University City, MO 63130 Neighborhoods: University City, The Loop",None,None,None,http://www.subway.com,(314) 726-6940,0
578,4/28/2010,ilnVYGu70ZLfsLHapK3yXA,"I was very surprised that a hotel in such a good location offered free parking and free internet. By free, I mean there's no hidden charges! I stayed there in mid March and was very surprised at how well decorated the rooms were. My boyfriend and I decided to get the queen sized room (it was very spacey). The bathrooms were very clean and well stocked with towels and toiletries. The location was wonderful because it was right by the Magnificent Mile and State St. We walked to everything without a problem, even late at night. There's a McDonalds right across the street, next to the Rainforest Cafe. I highly recommend booking the rooms online. Checking in took me literally less than a minute. I just had to show him my ID and picked up my room keys. Checking out was also a breeze because I had prepaid for the room online. All I had to do was return the room keys. We will definitely stay there again!",4,2,0,0,N,TT_kbYlTIiGADHZrsYF2zA,Jennifer G.,"Ithaca, NY",May 2007,10,149,27,216,62,119,7,0,6,0.07525252525252525,L8RRAd-JZ0Bd4MER0yyX-g,Japonessa,"Japonessa - Downtown - Seattle, WA",665,4.0,"Restaurants, Japanese, Sushi Bars, METADATA","1400 1st Ave (between Union St & Pike St) Seattle, WA 98101 Neighborhood: Downtown",Yes,$$,Free,http://www.japonessa.com/,(206) 971-7979,0
579,9/1/2011,t42ft-WBQlNPKpN7goguag,"This place was reasonably price, close to transportation and walking to Navy pier, and very clean.  It is older and could be updated and we were disappointed that our room didn't have a fridge or microwave because we were there for 4 days and had leftovers each day we couldn't keep. The room was small and basic. The staff was friendly, especially Wallace the concierge.  It doesn't have any sort of continental breakfast which is a shame when all you want is just a little bit of cereal and you have to pay 4 bucks for it in the restaurant.  The bar/restaurant did have strong cheap drinks though. :) Lots of little restaurants/pubs nearby too.  We also reserved a room with a king bed but it was definitely a queen bed.  Very clean and quiet overall.  Free Wifi which is important.",3,0,0,0,N,yY2B4hC8FahkUp1qLDaMBw,Ryan Redskin L.,"Knoxville, TN",February 2010,5,101,19,96,29,52,8,9,0,0.10380267214799589,2TPeG0RxJ0yDZcF0d_U5tA,Sushi Kuine Japanese Restaurant,"Sushi Kuine Japanese Restaurant - Kent, WA",32,4.5,"Restaurants, Japanese, Sushi Bars, METADATA","202 W Gowe St Kent, WA 98032",No,$$,No,None,(253) 852-7070,0
580,4/26/2007,U1yHE7eRVHM9fZ0DL7hGZg,"i'm giving best western river north four stars. not because it's the best hotel on the planet, but because it is the best value. two words:  free parking! which is extremely important in chicago if you've brought a car. it is not fancy or exciting at all.   it won't wow you. but it is down to earth, in a central location for tourist activities, did i mention free parking? the prices are unbeatable... roughly a hundred bucks any night. it's the place you want to stay if you aren't going to be in your hotel very much and don't want to spend much.   also, no creepies here [at least not that i'm aware of!]  meaning no creepies lurking in the elevator and no creepy bugs. it's definitely old, but it's a nice bang for your buck if you're not looking for anything special. i'll be staying there again next time i visit the city.",4,3,2,0,N,vJqilUYyhijEg27B3P7yLQ,paulabwear T.,"San Mateo, CA",June 2011,36,7,0,2,2,2,4,12,0,0.014344262295081968,uN2bgScXNaSo5up2XMWAsA,Prost! West Seattle,"Prost! West Seattle - West Seattle - Seattle, WA",71,4.0,"Nightlife, Bars, Pubs, Restaurants, German, METADATA","3407 California Ave SW (between Hinds St & Spokane St) Seattle, WA 98116 Neighborhood: West Seattle",Yes,$$,No,http://prostwestseattle.com,(206) 420-7174,0
581,4/27/2010,L9ycdMUeqoIBsQYdwPWFrA,"I'd say by far, this is one of the hotels I actually consider staying in because of its free parking and super friendly and helpful staff.  Like another person said... this isn't 5 star or anywhere close to it, BUT... it is a place that gives you the opportunity to rest your head and body after a long day of walking around downtown Chicago.  Who really NEEDS all the glitzy 5 star stuff when you'll be out all day long and evening and/or night in downtown?  Waste of money to have to have a hotel room with 1000 thread count sheets, mint on pillows, terry cloth bathrobes, et cetera... if you ask me.  Save your money on things that are longer lasting... Anyhow... had a good stay here when I went to see Madonna perform at United Center :)  Will definitely stay again :)",4,1,0,0,N,VDoOo3LnfJJkj5oX9eCsVw,Terra S.,"Oak Park, IL",April 2007,5,46,19,30,10,6,5,1,1,0.022885572139303482,79u9g9nXV5G8wJ6g5Go5DA,Liberty Cafe,"Liberty Cafe - Renton, WA",45,5.0,"Food, Coffee & Tea, METADATA","926 S 3rd St Renton, WA 98057",No,$,Free,None,(425) 235-1400,0
582,10/2/2011,fz78tEYmWSueETp9PLdJQA,"Location is centrally located making it easy to walk to most places. Staff was incredibly helpful and nice. For the price and the FREE parking I am very happy with our stay. We had a king deluxe room which was very clean and spacious. It was nice having the mini fridge, living area, and two tvs. There are two negatives for me. The bed was very hard (I checked to make sure it was actually a mattress. Also even with the air on full blast it was quite hot at times (outside temps were high 50s to low 60s). The concierge was very helpful, front desk was courteous, parking attendants were so friendly. This is one of the best staffs I have encountered!",4,0,0,0,N,VbNMQwizyLjSGeS8u70XIQ,Tonya C.,"Milwaukee, WI",June 2006,22,169,104,161,46,12,18,4,2,0.07303370786516854,UDo-NEz-QcEYXT1Pg3bomA,David Burke's Primehouse,"David Burke's Primehouse - Near North Side - Chicago, IL",793,4.0,"Restaurants, Steakhouses, American (New), METADATA","616 N Rush St (between Ohio St & Ontario St) Chicago, IL 60611 Neighborhood: Near North Side",Yes,$$$$,No,http://www.davidburkesprimehouse.c…,(312) 660-6000,0
583,10/10/2009,-qQJDBLeoM18pV2BeYctEg,"When staying in Chicago with friends for Michigan Ave fun, this is my hotel of choice. It is not fancy, but it is clean. It is affordable and parking is free. This is great when you would rather spend your money on a great meal, show or food. We had 3 adults comfortably in our room and cant beat $100 split 3 ways for a night",4,1,0,0,N,UEQXQZ6OB50G5_absdPTPg,Eric A.,"Torrance, CA",September 2011,6,40,0,12,3,1,1,45,0,0.10101010101010101,8vFJH_paXsMocmEO_KAa3w,Lou Malnati's Pizzeria,"Lou Malnati's Pizzeria - Near North Side - Chicago, IL",926,4.0,"Restaurants, Pizza, METADATA","439 N Wells St Chicago, IL 60654 Neighborhoods: Near North Side, River North",Yes,$$,No,http://www.loumalnatis.com,(312) 828-9800,0
584,9/4/2012,8KfKxeXdPMM2HIFWh03vrA,"Great affordable and nice hotel! Relatively close to Chinatown as well! I've stayed here twice and have had pleasant experiences. My family pricelined this place to get an awesome cheap deal! What we mainly liked is its close proximity to Chinatown which is what we usually visit in Chicago. It has its defects, but I would say the pros heavily outweigh them. PROS: - Great location and close to Chinatown - Clean! - Lobby is beautiful and decorative - Great customer service (I requested extra towels and was nicely granted them) - Nice and personable parking/valet staff - Affordable on Priceline! - Clean and spacious restrooms - Swimming pool - Parking garage is easily accessible - This is little, but they have free Aquafresh toothpaste in the bathrooms! (my favorite brand) - Some rooms have a GREAT view of the Chicago Downtown Skyline CONS: - Parking price - A little lower quality for a 4-star hotel - No fridges in hotel rooms - No continental breakfast - Rooms could be more vibrant - Some rooms have bad views of just concrete - Some bathrooms have no vent/fan",4,0,0,0,N,xbkzvpD7JF1O2RozatGEKQ,Priya P.,"Skokie, IL",December 2008,0,7,1,1,0,2,0,0,0,0.005,B_EtN1pzPikbhhlKxxMvxw,Giordano's Pizzeria,"Giordano's Pizzeria - Archer Heights - Chicago, IL",7,3.5,"Restaurants, Pizza, METADATA","5159 S Pulaski Road Chicago, IL 60632 Neighborhood: Archer Heights",Yes,$$,None,None,(773) 582-7676,0
585,9/14/2012,KOzpapgabV7oZQ3,"I stayed here last week for a work conference and unfortunately I returned home to find BED BUG bites on my feet, arm and few other parts of body. Very irritating and not what one would suspect from a Hyatt. Called to relate this to a manager. I guess I was given the the manager of housekeeping that told me this would be looked into. 3 days later he called back to tell me the room was cleaned and inspected and had no BED BUGS. Right. I guess I imagined this horrendous rash/bites that I had right after staying at this hotel.  Poor location. Drab and old-very plain. Only useful for a conference at this site. What kind of a customer service person at a hotel denies that you had a problem or bad experience and offers nothing but a weak apology and denial that it was their fault. Go to any other hotel. I have never had this problem nor this kind of follow up from any hotel I have ever stayed.",2,0,0,0,N,T9pzuNbtduRhhAyMQKVU-A,Brandon Bmart M.,"Chicago, IL",August 2008,12,112,7,59,36,58,12,0,1,0.0735873850197109,K5aOKEVoEgKbPcsbtPh-0w,Uncle Lou's Fried Chicken,"Uncle Lou's Fried Chicken - Memphis, TN",69,4.0,"Restaurants, Diners, Chicken Wings, METADATA","3633 Millbranch Rd Memphis, TN 38116",Yes,$,Free,http://www.unclelousfriedchicken.c…,(901) 332-2367,0
586,7/13/2012,Uf21Fvbg5HTDKADWrV-WwA,"It was convenient for an overnight stay to attend a concert at Soldier Field. It was kind of busy and hectic in the lobby. We asked for food options and were given possibly the worst hand-drawn, then copied map ever. It was only slightly correct. When asked about walking back to the hotel from Soldier Field, we were told to follow the lake, which was about as abstract as you can get and ended up with us going way out of our way and needing quite a bit of help from others to find our way back. But the room was clean and the bed didn't suck. It's pricey because they assume everyone staying there is on a corporate expense account.",2,0,0,0,N,xQcBURCEGgTGEfIOuaW7pg,Ellen love you long time M.,"Chicago, IL",November 2007,17,53,7,79,34,50,8,0,0,0.02951002227171492,UJkA-79UKza7jPdSC_FKuw,Prime 1000,"Prime 1000 - Downtown - Saint Louis, MO",57,3.0,"Restaurants, Steakhouses, METADATA","1000 Washington Ave Saint Louis, MO 63101 Neighborhood: Downtown",Yes,$$$,None,http://www.prime1000.com/,(314) 241-1000,0
587,8/10/2012,g9JUgd,"This wasn't the smoothest of hotel experiences I've had.  It wasn't terrible, but I probably wouldn't stay here again. PROs: + The lobby looked very nice and up-scale.  They've obviously put a lot of work into making their front-end look nice.  It's too bad the rooms didn't match. + The room was fairly large, reasonably clean, and well-stocked (full-size hair dryer, toothpaste, make-up removing cloth, etc). + The bed/bedding was pretty comfortable. + Service was reasonably nice. + I didn't get to use it, but the fitness center was nice, free, and pretty large for a hotel. CONs: - The price for parking was ridiculous.  It was something like $42 a day for valet or $36 for self-park.  I know it's Chicago, but really??  I got a good deal on Priceline, but that's almost as much as I paid for the room!  Am I buying a separate hotel room for the car? - The room looked old and worn.  Considering how nice the lobby was, I wasn't expecting the room to be that rough.  The three-quarter wall between the bathroom and the bedroom was kind of weird; the three-quarter-wall retro-fitted closet with a curtain instead of a door was weirder.  Was the room really not built with a closet, and was the the best you could do?  The carpet had seen better days long ago, the shower/tub was lookin' rough, etc.  Old, old, old. - I had hoped for a decent city skyline view.  Unfortunately it was a view of nothing but the active highrise construction site directly next to the hotel.  Shades closed, methinks. - Okay, this is a stupid little thing, but the vending machines sucked.  I just wanted water and was scared to venture out at night in search of a convenience store.  I went to vending machines on three different floors with no luck before I went to the lobby to ask if any of them had water.  The lady at the front desk told me to try the machines in the laundry room.  That one had water, but wouldn't give me my change.  I found out the next day that my colleague used the vending machine on his floor to get a diet cola, only to have it spit out grape soda, which wasn't even listed on the machine! - There's a charge for WiFi in the rooms. - Worst smelling toiletries ever.  I don't know why all of the Hyatts use that crap other than that it must be cheap.  Have the decision-makers ever actually opened a bottle and taken a whiff?  That's supposed to be ginger?  *gag* I've certainly stayed in worse places and this doesn't deserve a one-star rating, but the pretty lobby didn't make up for what the hotel was lacking overall.  I would not stay here again.",2,1,0,1,N,xnxlU8_61V536tQgDMNxhQ,Craig W.,"West Union, SC",February 2010,8,74,11,12,6,29,2,5,0,0.07605344295991778,WzpWEuVWY-6Xh37wc44GiA,Sidney Street Cafe,"Sidney Street Cafe - Benton Park - Saint Louis, MO",117,4.5,"Restaurants, American (New), METADATA","2000 Sidney St Saint Louis, MO 63104 Neighborhood: Benton Park",Yes,$$$,No,http://www.sidneystreetcafe.com,(314) 771-5777,0
