reviewerID;name;location;yelpJoinDate;friendCount;reviewCount;firstCount;usefulCount;coolCount;funnyCount;complimentCount;tipCount;fanCount
vin_pKd2cz0wDKLYGCr_Aw;Valerie Gleela R.;Chicago, IL;August 2007;30;202;7;180;42;55;17;0;3
ZmwmL3XdDOLCzGkR-K5hKw;AJ D.;Washington D.C., DC;March 2011;67;36;0;13;4;3;1;1;0
w0VhE0hbTqaHLdl1LCePxA;Dan F.;Park Ridge, IL;January 2010;0;32;1;19;5;31;2;0;0
WgcAKUngSPztz8glYUeYnQ;Liam S.;Crestwood, KY;June 2011;6;36;4;16;3;1;4;13;0
Y5CgfvGp6x6x-HDjIapXxQ;Michael Sales King M.;St Anthony, MN;November 2008;101;85;3;62;21;16;12;36;1
z-KkYvu4klkBOSUfgKoTJQ;Ryan W.;New York, NY;January 2006;25;69;12;97;63;40;24;0;3
xL4EOIKW6ZRM06T1lMjb_w;Audra HBIC S.;Las Vegas, NV;July 2005;66;299;134;157;79;62;46;12;8
TGzTlfp-eOW5Yll1_iEPjQ;Geo C.;Pittsburgh, PA;November 2009;9;39;12;15;7;5;5;33;0
vpveUMn3Am1c6gC4QdDxNQ;jenise r.;Berwyn, IL;October 2007;113;261;21;362;241;193;114;59;7
Y3zSBLnhcl4w55QCAQWo1A;Tony C.;Chicago, IL;April 2007;106;5;0;10;5;8;6;0;0
VeZx6dXVIJ2xFfmTiMyNnQ;Shannon C.;Chicago, IL;October 2006;14;106;11;218;106;42;24;0;4
XoRpwkIMPZpnyDgFWZuFxQ;Abs has everything down to a T.;Chicago, IL;March 2007;128;263;8;280;138;85;113;0;9
xfmgKq_JrCjaLq1ncnA1yQ;Sam S.;New York, NY;January 2008;14;63;0;48;15;17;11;0;2
wMdWxQXrObOrgR-RtotW9w;joe b.;;April 2009;0;18;1;12;6;5;0;0;0
UB9Wk8Uh-pKor72CYqPVlg;Alona I.;Los Angeles, CA;February 2008;3;13;1;2;4;0;7;0;3
y-S4hK6WzQTwYBqpqfcJVQ;Jinyoung JY J.;Chicago, IL;September 2008;20;14;0;7;13;3;5;0;1
tnfKPxs_S9gWHrzaetZl-A;Haley drinking colt 45 because lando told me to S.;Chicago, IL;August 2007;93;181;1;111;95;29;67;0;5
URLdYiYKC9HC5cde1BGpmw;Stephanie H.;Chicago, IL;May 2006;21;93;1;90;42;18;24;54;2
W-COv_DjBVnm--8rLVpU7Q;Monica Tits McGee B.;Des Plaines, IL;February 2009;20;97;4;54;8;24;11;0;0
YNUZAPSoBlK2PwWHBQxVBg;Sara S.;Milwaukee, WI;August 2005;21;92;12;174;72;51;50;1;3
TOtpcSMc-pDfSCbBUC7T4w;Lonniece lala B.;Chicago, IL;January 2010;2;43;1;36;9;12;5;0;0
vcMAXt0wk_qEpekjHX2SGA;Carmen V.;Chicago, IL;August 2009;0;6;0;17;6;3;0;0;0
TDjgxCEc6wJPzTjtGpZu2g;Crystal K.;Los Angeles, CA;August 2008;306;172;2;181;102;119;71;32;7
zS4jVLxYAq5UbCzYhKNU7w;Candice C.;North Miami Beach, FL;April 2011;7;31;3;33;11;10;1;1;1
thzd5GBIU0JqvNZ_mo2IVw;Devora S.;Los Angeles, CA;March 2010;0;18;0;15;0;16;1;6;0
zkDGd7HpSSZrvAd0BnNdzA;Tara M.;San Francisco, CA;September 2008;2;14;2;15;8;1;2;0;0
z1zQNIcfGeBAPdaaXXO2fg;Grace L.;San Carlos, CA;February 2008;65;137;2;85;26;22;11;36;1
VR4tgETCtlS20aJgOwd0Jw;Julie C.;Seattle, WA;September 2009;1;9;1;8;1;2;0;0;0
UySLQuZU6SOuuMO4J74x7w;Steven F.;San Francisco, CA;January 2011;146;106;0;56;22;29;11;14;1
W3OeOtpWJY5tMH19gmsBag;danica w.;Somerville, NJ;July 2011;33;78;11;45;15;59;9;3;0
XBNtqhc72X57VK8GLNbsGg;Meg T.;Saint Louis, MO;September 2009;15;205;11;317;132;50;45;6;3
UU-lSo7Sl3MbLCGZRtZaCg;Eleana C.;Irvine, CA;June 2009;112;176;7;245;202;181;140;18;12
ThyZrj_HYlIZ2Fxet3exWg;Jessica L.;San Francisco, CA;June 2008;60;85;0;55;23;8;10;8;4
ULK94n8lgBIG0_F1aIYhvQ;Rob W.;Torrance, CA;November 2008;25;299;14;421;359;228;33;0;5
YR7atQMrq-7d_JyLY-WI6Q;jaimie jaims k.;Oxford;April 2008;40;89;3;248;201;135;74;0;7
x38C0eyUhF0E8VibyNrUrA;P C.;Manhattan, NY;May 2011;72;5;0;4;1;1;1;0;0
xnfKq4g6suddDCnfBQpohg;Janice F.;Gurnee, IL;November 2010;7;32;8;14;5;5;1;0;0
TeZKoiBwONv26qF51Bt0Ng;Kar Darlin M.;Chicago, IL;January 2008;23;126;12;266;172;198;38;0;4
ts0TMHa09KInACwqR1z5jg;j s.;Chicago, IL;November 2008;0;22;1;72;17;28;0;0;2
Zq_1sUXh5EcAkUPCHaQehg;Jessica M.;Chicago, IL;June 2008;15;56;0;61;27;27;7;0;1
w-dcLXe43BrpSF40ZgaWXg;Meghan K.;Chicago, IL;November 2010;5;19;0;18;5;5;1;0;0
TqPVG4ZJM_cPBGI0K8lIUQ;Crissy W.;New York, NY;August 2008;4;114;3;65;35;15;11;88;2
yHxrmpHPsOfpY7wV4vrewA;Kelly H.;Orange County, CA;March 2009;28;125;4;263;137;110;38;2;9
ye91LBMS0DhmCSznsOgQLQ;E Truth-smith S.;Los Angeles, CA;March 2008;42;134;10;149;55;67;40;53;4
Uhp9Zl6EsNHvCt1olNqZmg;Chad R.;Miami Beach, FL;June 2010;92;42;2;13;8;1;2;23;2
w1U4L8_Nn5tmkTdA6U5_xw;Emily E-bow C.;Chicago, IL;February 2008;1;7;0;1;0;0;0;0;0
W2-vucx9-xs8SE2zzIez3g;joy r.;Chicago, IL;December 2007;1;7;0;12;3;2;0;0;0
YaIw4XffGO1cYXLAwYqPxw;Devin C.;Aurora, IL;December 2009;3;5;0;6;0;4;1;0;0
wbVznKJZvukgZKs--z4EEw;Kyna Doc Blondey Z.;Milwaukee, WI;May 2010;40;26;3;44;23;7;10;28;0
V41PVFHlkAN3D1w_zZV0Bg;Pat M.;Mercer Island, WA;April 2011;5;43;0;32;12;15;7;2;0
xkGBar17zVnJgKh0cH1J4w;Rick RickyBoy M.;Barrington, IL;March 2009;9;30;4;15;4;7;0;0;1
v3xfyZCH_tyKK4asYFQ_6A;Indy B.;IN;January 2007;5;143;15;111;23;130;6;0;1
ySBlbaIaBBIm_NqNbqa4qg;Aki S.;Minneapolis, MN;July 2007;38;43;1;24;16;6;2;0;0
yd4oemuXJO9MmStmbh5Jrw;JB S.;Gig Harbor, WA;September 2011;1;10;1;13;0;14;1;3;0
-THLGnsYKu3yQAsy_tt1fw;Brittany I'll blind you with science L.;Indianapolis, IN;February 2011;47;349;76;306;143;119;161;216;4
X3v0CfeYUjHTWRLb-VG-eg;Erin W.;Fremont, NE;November 2010;9;37;18;35;5;13;2;0;0
tDkP9W6V3RuHi7KFR0AWtA;Miles H.;Chicago, IL;July 2009;0;9;1;27;3;27;0;0;1
ZnqaTgFB2MCuuDkVFrc6dg;C. H.;San Mateo, CA;September 2010;61;190;2;87;33;55;24;291;6
YXnvlctk24KcJ3XNZ5YGhQ;Teri Boots B.;Vallejo, CA;March 2007;104;254;54;250;279;84;87;75;13
ujd6Jn1tYvsVlutQ_Kn4Ig;James Freaking H.;New York, NY;March 2008;136;118;2;220;184;71;31;0;5
UGmZP3E1QHCCHky0edX44Q;Lamont Love me some Umami G.;Dallas, TX;December 2008;149;135;10;236;138;81;75;83;2
wKX1tAeRIYPU4NtM-R5N2w;Kristen Gluten Free Goddess S.;Chicago, IL;May 2006;106;399;34;443;203;74;124;1;17
WKpzoB_oom4OSEe703-uxw;John S.;Jacksonville, FL;April 2010;27;142;29;123;15;26;3;43;5
VopIGiWC6A1QN8FfoeMn-Q;Ayelet B.;Danville, CA;November 2006;72;408;25;451;282;120;112;0;6
TT_kbYlTIiGADHZrsYF2zA;Jennifer G.;Ithaca, NY;May 2007;10;149;27;216;62;119;7;0;6
yY2B4hC8FahkUp1qLDaMBw;Ryan Redskin L.;Knoxville, TN;February 2010;5;101;19;96;29;52;8;9;0
vJqilUYyhijEg27B3P7yLQ;paulabwear T.;San Mateo, CA;June 2011;36;7;0;2;2;2;4;12;0
VDoOo3LnfJJkj5oX9eCsVw;Terra S.;Oak Park, IL;April 2007;5;46;19;30;10;6;5;1;1
VbNMQwizyLjSGeS8u70XIQ;Tonya C.;Milwaukee, WI;June 2006;22;169;104;161;46;12;18;4;2
UEQXQZ6OB50G5_absdPTPg;Eric A.;Torrance, CA;September 2011;6;40;0;12;3;1;1;45;0
xbkzvpD7JF1O2RozatGEKQ;Priya P.;Skokie, IL;December 2008;0;7;1;1;0;2;0;0;0
T9pzuNbtduRhhAyMQKVU-A;Brandon Bmart M.;Chicago, IL;August 2008;12;112;7;59;36;58;12;0;1
xQcBURCEGgTGEfIOuaW7pg;Ellen love you long time M.;Chicago, IL;November 2007;17;53;7;79;34;50;8;0;0
xnxlU8_61V536tQgDMNxhQ;Craig W.;West Union, SC;February 2010;8;74;11;12;6;29;2;5;0
zTkWFiZm_BW1Ya3xMW5uZA;Beini S.;Berkeley, CA;July 2010;73;37;0;8;2;7;3;25;0
XSyfYqutS7XF8zBjeyoetg;Russell M.;Leesburg, VA;April 2009;0;10;0;1;2;0;0;0;0
znfjct0thSM_LaXsPv1zzw;A. P.;Lake Zurich, IL;April 2006;0;27;10;38;4;11;9;0;0
vgXxO6xZnY9I8_6CYNy1Sg;Paige R.;Kansas City, MO;January 2011;0;3;0;4;1;1;0;0;1
ygvuBKhHYzIfaQgn9HDEgQ;Peter R.;San Francisco, CA;August 2008;0;10;1;5;1;0;1;0;0
uOqh11i95vvIb_JI9apGUg;Terra Retra L.;Frankfort, IL;October 2007;24;53;9;32;10;9;4;13;0
y_396J28M_dTH3-sen2DVQ;Linda V.;Chicago, IL;December 2008;51;20;0;16;2;0;3;0;1
_0L4WNYQ6f6y6pMYzJ3b9Q;Vlad A.;Vernon Hills, IL;April 2009;15;273;14;247;49;97;7;42;1
ZzA0SBWKSRJA8y5tlszrjQ;Maddy i like my fries K.;Toronto, ON;January 2010;5;65;2;91;45;27;8;0;2
x0BmKrUesHgnNO31rVIZ4Q;Nikolai The Russian T.;Honolulu, HI;December 2009;41;40;0;21;5;4;0;173;0
VmccKQytcSYJnbE7mRaMdQ;Hitomi A.;Des Plaines, IL;October 2011;3;11;0;7;1;3;0;3;1
YnyguOkiSAeF4EwKJ4TAVA;Emily safety first W.;Sacramento, CA;June 2008;476;304;20;692;456;236;324;25;19
vWpe19iYR30nE8JvBtjwKg;Amanda H.;San Francisco, CA;April 2005;384;463;59;1081;1299;844;791;0;70
zjskuq7uKpgfVKLg4V1xew;Kelly J.;Danville, CA;May 2006;12;36;12;39;14;22;16;0;1
urhy2vLd0VWRPz9D3JAYMA;Bernadette A.;Fremont, CA;April 2009;17;74;1;86;49;12;21;4;2
Vqgtngey014F0bqj71q0aw;Amiee Bazinga L.;San Diego, CA;February 2006;193;442;56;628;398;138;154;123;14
xVnAp0w2AGMU218F-TcSvQ;Brenda H.;IL;January 2007;19;111;14;172;81;61;27;0;4
Tw9uWxbjWt0aryDLKuo7iA;Jules Mo Food K.;Berkeley, CA;April 2007;10;126;7;145;57;42;14;0;2
yopOm8BklmV0GYPe0fukVQ;Sean W.;Chicago, IL;June 2007;2;33;0;17;6;10;2;0;0
vkpjSwVta--IxFOtrj-38Q;Nancy M.;Madison, AL;October 2006;89;138;17;226;239;106;334;22;8
W0TobKzkaqtOZpIe0CrENQ;Barbara on a mission D.;Chicago, IL;April 2008;152;435;62;746;660;676;347;0;12
U13tLFucJNz1fNv_Xgdj0g;Mel G.;San Francisco, CA;July 2005;56;1023;13;224;106;52;35;0;12
vASaF47nWvCHEEDA8nfCVw;A E.;San Francisco, CA;November 2007;581;846;9;2697;1813;1714;1242;50;77
VYn1YkB2drqWK-2nhc0IfA;HELEN L.;Lakewood, CA;February 2007;0;52;3;104;44;40;5;3;0
vJq45v-ljNPJfR5B2doQKQ;Tanya R.;Chicago, IL;June 2006;4;25;1;68;41;27;13;0;1
uksz0mh5gWWuxgjlOVoApg;Will T.;San Clemente, CA;August 2010;19;25;0;8;1;2;9;41;0
Um0oYx118CWVLSgISYaR5g;Sam S.;San Francisco, CA;January 2007;52;119;37;244;173;830;77;4;29
vS_0E5t7W6YA1JQBnBhudQ;April Let's Go! C.;Los Angeles, CA;September 2006;120;334;45;702;423;370;148;0;13
ziCQaUkmWS8-SivmFYAwBg;Karen S.;Minneapolis, MN;April 2008;29;307;35;394;214;140;123;0;13
YhJ0B0mL4gaPDOYFYiL5IQ;So S.;Boston, MA;July 2005;32;276;93;236;91;48;42;0;11
VpZ7xmGkWgezL2wCkW_iHQ;Alice speaks Jive L.;Homer Glen, IL;November 2006;14;63;7;103;47;12;20;0;2
UEYhPOknSoRLgX3EcOWX7w;Edward T.;Denver, CO;June 2008;12;139;12;143;75;27;22;5;2
u7BGVnHaWgOlsfUy1pjolw;Erin R.;Saratoga Springs, NY;August 2007;19;148;25;130;56;74;23;0;4
VmNOUTVGJdZC6xCW0ZeL_g;pete c.;San Francisco, CA;September 2007;13;47;1;71;27;45;3;0;1
vgAOA--1e_Z-yLyxB04xSg;Jacqueline Jacquie s.;Charlotte, NC;August 2008;0;11;7;65;7;8;2;0;0
Xj0O2l0bp633ebmG468aZw;Andrew BAY AREA RECIDIVIST K.;San Francisco, CA;July 2005;559;2602;310;2349;1342;917;406;0;42
zT0PuDsIV-S7M-W_NaX9vw;Nick B.;San Francisco, CA;October 2004;43;102;65;53;21;23;15;0;4
ZgBWUjUp7amt8C7Oqf2TWQ;Kimberly H.;Saint Louis, MO;November 2011;1;3;0;0;0;0;1;0;0
tQytKpK50qLb5TDZ4qc6HQ;Mike M.;Newport Beach, CA;January 2009;12;73;3;67;32;17;17;0;1
VrtPjQ_-mYkHHuhY3cZzaA;Heidi hide S.;Minneapolis, MN;December 2008;6;53;3;35;12;9;9;0;1
wab8WrRZBkhM1Y83mHiu0g;Grace F.;Richboro, PA;August 2009;1;9;0;4;3;1;0;0;0
Z3vY6CM1aSJcyDMrFfhPIw;Nick C.;San Francisco, CA;July 2008;29;126;0;47;26;17;23;0;0
yiRZCGwzebRM5mnLpYfFqA;Jen i exercise so i can eat more S.;San Francisco, CA;November 2008;159;361;4;164;65;38;74;35;6
Y6Z6iXxYwZnctq3E7jUEwA;Bernard I've gotz me a tapeworm Y.;Los Angeles, CA;October 2008;3;26;5;22;5;9;2;1;1
utk30lLxqrccne2K42vWZQ;Meena B.;Chicago, IL;June 2009;39;30;1;53;14;6;10;0;1
ZsAWiN9Unfp23IYtVRddPA;Jenna B.;Chicago, IL;May 2009;2;4;0;0;0;0;0;0;0
ZKFFOkYcR75VNGYJSfZsEA;Adam L.;Chicago, IL;April 2009;0;13;2;6;1;3;0;0;0
va4aJi0eaaUEd6FequFL3A;Jeff E.;Bethany Beach, DE;September 2010;1;20;4;6;0;0;0;0;0
ZUacA3l7gcsU-DXo247w7g;Zach P.Manning fan T.;Colorado Springs, CO;August 2012;0;6;0;0;0;0;0;0;0
WuFA4HkgOpY0QADy3xwKvA;Aleksa P.;Manhattan, NY;July 2011;0;31;1;28;10;6;1;0;2
tpAECyiw4w6o8wNqeXd_kg;Neil F.;Washington, DC;January 2012;7;42;0;17;2;7;4;0;0
zJg4SBiWablLgygYKeJ8eg;Kai R.;Altadena, CA;December 2011;0;183;3;60;14;15;5;10;0
Y7ihQ8cVQTxO4LTYVuyd2Q;Sarah J.;Alexandria, VA;June 2010;246;261;15;1016;857;670;783;6;38
wCtf5_zG8EpWiBp_Oi7P0g;Sarah Food Lover G.;Boston, MA;April 2008;935;1198;40;3975;3209;2716;2816;0;94
xGMpBn6-IQCg8Qdxl4eTXA;K CitizenChicago C.;Chicago, IL;December 2008;5;75;11;41;34;37;7;0;0
weCeiXxZBhBY5mX9y6jS1A;Jess @anhalt S.;Chicago, IL;October 2006;128;566;94;1088;644;449;193;0;26
w_dIoZfV_u4g3ABDCgdpIg;M G.;Aurora, IL;April 2007;11;35;5;37;5;9;7;61;0
TPLIBORUhcBXSctWAWmzjg;Jenny M.;Boise, ID;August 2008;14;101;8;85;37;17;52;41;2
yoLVLRUSDcYN37Rgr87JEA;Gregory M.;Los Angeles, CA;October 2009;20;107;4;173;62;77;22;0;3
VaDDhoa-IGKj3BMCHUxc4Q;Kim Insert Vincent Price's Laughter Here M.;Bloomingdale, IL;March 2009;56;237;26;394;129;186;83;20;5
WjbMWJ58XPfQXQTg89qQbg;chris m.;Indianapolis, IN;November 2010;52;183;22;199;163;171;195;38;2
VwNovCZaYKaiKIMiUcFl4A;tristin christine m.;Chicago, IL;February 2007;170;394;149;568;350;185;126;0;23
UuIr2WKA0gZRyRvWIlAduQ;Danielle S.;Elk Grove Village, IL;June 2010;876;587;70;920;527;355;380;4;32
ugB4E6sKdm0JeLerrfpZWQ;Geno T.;Chicago, IL;December 2006;46;52;1;67;26;25;9;0;2
vKGfL8qXKHsM9ycwaoJDxA;Linh L.;Chicago, IL;February 2007;65;278;16;200;84;79;69;0;5
Z2lzZF1OWsgtGGkF6FFuUg;Bryn R.;Cleveland, OH;July 2008;23;54;6;302;255;468;77;0;7
TykYelF7U0v5r8wJELo-Dg;Allison A.;Seattle, WA;April 2009;14;17;1;29;12;12;1;0;0
Y_nYqBgRlbz2IXSDiaAs3w;Nicole C.;Gaithersburg, MD;August 2009;2;8;0;3;0;0;1;0;0
zeRzxFAi_x8ju2zcJt28jg;Gregory S.;Carson City, NV;June 2010;0;31;1;14;3;5;0;0;0
vbxt5h5n7q8v-CyAAiS0vQ;Brett J.;Urbana, IL;September 2009;0;7;0;7;0;0;0;0;0
yFedgNixvvxd0lx5py5RgA;Jane K.;Redlands, CA;July 2010;6;44;2;49;30;19;7;0;0
WSB12gulJ7w2QN82xIhcYQ;James jimcaruso C.;Roswell, GA;March 2008;41;136;18;93;44;14;13;4;3
x3Olzi7wRPKK6ycKyzYgHg;David F.;Austin, TX;June 2008;13;24;1;12;6;1;6;0;2
vDd2Bg58q5Wx2t56dTUr2A;Hanna Standing at a Bus Stop, Sucking on a Lollipop W.;Seattle, WA;May 2007;74;88;1;397;321;236;261;0;8
uSwS3LhZAQnTIjHU0pIvxQ;Aaron Mush M.;Los Angeles, CA;July 2009;4;15;0;9;5;1;0;0;0
tR8GnF4d-ZZNXbjYwP53GA;Zia ZiaSavesDogs B.;Orange, CA;July 2008;74;119;14;134;35;46;27;5;4
yJAkBODmbaBQnaCgMlGsbQ;Liz Low-brow brilliant C.;New York, NY;October 2005;438;507;33;3458;3228;3174;1970;32;174
y7yK2KDb_C_xG-RBpVpslA;Jessica The Displaced New Yorker K.;Boston, MA;October 2008;159;341;28;261;125;98;163;21;13
WPRuJp0BhNdlgYXKZewpDg;Dan i don't have ambiguous genitalia C.;New Orleans, LA;July 2006;34;185;26;147;94;85;31;0;2
zxMR33ahIM5xOxH33GK4jQ;Kat S.;Washington D.C., DC;March 2011;17;151;1;201;97;103;32;28;6
YN1WVo1CNoNOtXaZDZVK5A;Meg The Runner S.;Arlington Heights, IL;June 2008;17;20;2;14;5;2;2;1;1
YBNo5DC_zym4ZKInPndz0Q;Say N.;Los Angeles, CA;July 2007;7;34;1;67;28;26;3;6;1
zV4SB8GGlU_eXcBniXl6BQ;Gil dvs A.;San Francisco, CA;May 2008;49;201;4;100;48;65;69;113;4
xuiwP1Sfjo4AScONHG9h0w;Christina B.;Chicago, IL;May 2007;4;16;1;15;7;4;0;0;0
z-08626Q7y-14JoONYOZ-w;Susie M.;Champaign, IL;June 2011;13;7;0;30;17;0;0;0;0
xSTwoH-rARiE1o9NJuIDtA;Tara The Gluten-free Cop E.;Addison, IL;September 2011;26;36;0;28;7;4;7;52;2
zBLwbe5C3hC7F5Jij4BxVQ;Kara S.;Milwaukee, WI;June 2011;0;76;4;36;12;3;5;0;0
uU7GIgzs4-5Dtp9Vuymb3A;Nhung Sweetpea T.;Oakland, CA;November 2008;126;500;4;604;237;129;90;0;14
zpvnHZmtO87C4f1ZMsU8Uw;Todd S.;Menominee, MI;April 2012;0;1;0;0;0;0;0;1;0
yxUn3qRxmttsBSqB3GzuXA;Chris A.;Palo Alto, CA;August 2007;25;59;2;37;11;10;6;10;1
-UtSFRnsdUgC_R1OzGZVhA;Kamilah S.;Chicago, IL;November 2011;5;50;2;18;8;12;1;0;0
V46Mt3MCaC2lZCI0iu5FwA;Christy C.;Farmington, MI;May 2010;1;12;0;13;1;1;1;0;0
z-bYlyZm7f-fwgpAOq08Zg;Nora B.;Chicago, IL;March 2008;11;82;1;86;43;31;4;0;0
tICvWNWLbXhGsFJ32tgS7Q;Richard K.;Chicago, IL;June 2010;1;7;1;3;2;3;0;0;0
TC6D6GEWt_A70SOt9SVGIA;Shaun S.;Glenview, IL;November 2008;30;167;26;171;71;41;17;0;2
WYfhZWqbNU7JEJFVWPHQTQ;Patrick Mac M.;Milwaukee, WI;March 2010;44;59;10;48;42;29;27;0;1
w3nO4-ikQMevwu073qL6vw;megan Hot Megs r.;San Francisco, CA;March 2008;5;11;0;7;1;2;1;0;0
v9_zXMc3vrtCvG1l06MjnA;Jerome Eugene M.;Las Vegas, NV;March 2008;6;52;2;30;4;12;6;0;0
VqAZK9q8ybyiZMdQI8Ce8A;Stephanie B.;Rosemead, CA;March 2008;50;130;11;112;66;47;38;0;6
XEBqfopemDNC-T6uHKIDPg;Kisha H.;Chicago, IL;March 2009;0;4;0;7;2;1;0;0;0
z1iKwh4q0a07-Lfjh7k6Lg;Richard W.;La Jolla, CA;July 2007;0;15;1;1;2;1;0;1;0
UcBPZeyQz8XAQ71I0CQiZQ;Danielle F.;Orange County, CA;September 2009;101;302;6;221;67;72;46;256;9
Z67X9Lc_SZ5tzxqjm-acww;Madison Freshly Ground C.;New York, NY;May 2010;10;135;6;150;73;45;48;5;1
znn_qM_xKaSqu_kNgzGmeA;Melodie Mel C.;Chicago, IL;March 2008;5;15;1;7;0;1;1;0;0
zaFb0ZmTCiKrwilvhYYeyw;Jennifer Danger's Wife J.;San Diego, CA;July 2008;156;103;3;214;174;133;146;16;5
WgaycWkFXshvGtct42d_-w;Sahra G.;Vancouver, BC;June 2010;22;106;7;228;130;182;73;0;1
XA3vA9Zqh1DM0nhDhw0D8g;Teresa K.;Dilworth, MN;July 2006;6;36;21;52;31;7;10;0;1
-zym46DquRpgZ1m5WY7p_w;John kangsta, dj kang K.;Evanston, IL;March 2012;37;63;0;22;5;7;0;19;3
X1N5KKTbXBBHBUjW4xjBHw;Karen The Sushi Snob B.;Cincinnati, OH;April 2011;73;86;9;194;76;62;58;14;5
-y4O_E79Z6QwEI1p4OU_0w;Kris MMMMMMM L.;Baltimore, MD;August 2010;48;203;10;137;40;43;17;39;3
vXJaS1XRdG3KluDb8HX7Dg;Kriss abigail I Take Pictures P.;Chicago, IL;May 2009;81;22;1;9;3;11;5;147;1
uYGh8R10Ge9t6KnvsYc9pA;Chi-Yin T.;Brookline, MA;November 2011;8;2;0;1;0;0;0;2;0
wtmsL5qvx7zcam5G9BDvxg;Melanie MelO O.;Honolulu, HI;July 2011;0;8;0;6;4;3;0;40;0
tSsrI0UKvfMfur7Kbww0-w;Omar Ohms S.;Huntington Beach, CA;August 2010;31;110;1;51;23;22;14;15;5
yMR00Vkq46IBebHjtDoygQ;Jon S.;Chippewa Lake, OH;August 2009;12;41;2;16;4;2;2;16;1
ukfZEKae8SLavXHDDwdKBQ;Herra Chink y.;San Francisco, CA;April 2006;347;613;69;11681;13820;22015;9264;0;595
WYjQuMqnCW6Y2Ih2onMIJg;Bob C.;Seattle, WA;July 2008;4;140;0;191;40;51;10;7;3
W-VCxiLlTkM4VMJ8BZVFzw;Erick B.;Irvine, CA;September 2011;24;1;0;13;0;1;0;0;1
Zjlg-6wSt4v1ljPKQ5y5tg;Brett G.;Chicago, IL;May 2007;39;318;29;502;357;250;81;0;7
v9X3Ym_9r9ZFa4-z-WvrQw;Pussy meow C.;Brooklyn, NY;March 2010;19;52;2;92;52;64;9;0;2
vu-mT7perdU3afw8UyklwA;El Guapisssssssimo G.;Washington, DC;August 2008;8;84;10;123;51;129;16;0;1
Y84sOsSSpAg766lq4RUDlg;Allison A.;Seattle, WA;March 2009;22;146;1;91;53;44;24;0;3
YhwSMHvxByE3ui5_bsVLZA;Allen M.;Fremont, CA;June 2007;30;65;3;70;23;10;13;2;1
towh4x5PawerY_TJZQJjjA;Nate K.;Foster City, CA;May 2006;47;235;65;220;112;72;42;0;11
ZMmv0nxvi2e5oRTH5PeXDw;Heather HeatherM M.;Sacramento, CA;September 2009;0;2;0;0;0;1;0;0;0
Xf1u8Y3nU6fnwN0ycagzOw;Sherri H.;San Jose, CA;December 2007;10;73;5;127;99;59;24;0;1
ZlE1qZPCMVsbJhxbUbbfbg;ricardo m.;Eagan, MN;July 2009;28;58;7;74;24;20;14;0;1
Z3xYQFOLsQjhleXuMgKYMg;Lee-Han Lee or Lee Han Chuko H.;Chicago, IL;July 2005;28;491;87;207;92;142;22;0;7
X2fxiXtK8HD1_328CjOQng;Greer T.;Chicago, IL;June 2008;12;32;4;54;23;34;9;0;1
ZNMxFQFivgp5XxHpMMvWMw;Ashley B.;Aurora, IL;December 2008;7;66;1;32;18;14;3;0;1
ZQyCoPFIqvHVL6qV5UuveQ;Jeff Z.;Baton Rouge, LA;September 2010;35;9;2;3;0;0;2;5;1
uK-9AD7yeiasDedD7uNC2A;Christian Keek V.;Chicago, IL;September 2009;2;7;0;4;2;2;0;0;0
te6VTOgPDNmr-43a8O7WiA;Bouchette J.;Chicago, IL;July 2007;0;28;0;25;4;11;1;0;0
ZKHpDDP3KJf-2WVzsyGyUg;liz C-note d.;Chicago, IL;February 2008;23;351;16;301;204;151;80;0;0
VnlUnPrfae-fbqDoXuvDbw;Julia Chicago J B.;Chicago, IL;July 2005;4;805;258;212;69;40;4;0;4
Z2MVU8WnvuCHindRj6AwDw;Bella B.;Albuquerque, NM;April 2009;1;23;1;22;8;7;2;0;0
VTHsiDXyQrHMZ8bDbJeE3A;Regina S.;Edgewater, MD;October 2009;10;176;20;275;83;67;25;0;3
UJCTj8XT2cg9F9LrbCUSOA;Kate K.;San Francisco, CA;May 2012;0;9;0;7;1;1;0;0;0
zx5rdBK9NFZrAglIXF1LiQ;Aimee P.;Las Vegas, NV;February 2012;21;66;6;18;7;5;5;28;1
TaImR-JGl2txlUq_WvoPQQ;Brooke M.;Laguna Beach, CA;October 2011;2;15;1;20;2;1;0;0;0
Yhm3Fx40fOOIZVxD1NMYAA;Marc Lil Nilla M.;Chicago, IL;March 2011;0;7;2;0;0;0;0;0;0
x3hAfzOLb1fVKDybDOJyGQ;Jamie L.;Philadelphia, PA;August 2010;0;18;1;17;4;2;2;0;0
UmndpN8Dx_6Ot_FyyLMPew;Emily @emilybelden B.;Chicago, IL;June 2010;127;234;2;341;175;192;109;8;23
uEOVL45MTwS44oJJLYGZOg;Jonathan Breezy L.;Manhattan, NY;January 2008;3;29;4;26;19;1;2;0;2
zOpOinxz2oLLQnsCpf535Q;Mike F.;Nashville, TN;August 2007;72;94;2;130;57;48;34;0;8
Z9pFyjHyEyLPqmbaC8vDBA;Adriana AdriR R.;New Brunswick, NJ;December 2009;4;115;3;91;29;21;9;0;0
WGzzpPFj_-hnuBLdaQbLHA;Jenna S.;Chicago, IL;May 2009;12;242;6;361;112;124;29;46;5
ywMp3MycWges_iqRp7TcnQ;Erika C.;Boston, MA;December 2011;13;36;0;18;3;5;3;0;1
