date;reviewID;reviewerID;reviewContent;rating;usefulCount;coolCount;funnyCount;fake;hotelID
7/30/2005;-4c8kdWh0VA2BmbsriUbaw;OlhH_-yyVWU6jj8H2TMSiQ;"The Hotel Burnham is a small boutique property in the landmark Reliance Building. The large Chicago School windows of this early skyscraper are magnificently draped in the smallish but comfortable rooms. Notice the ornate details at the elevators and lobby. The Atwood Cafe is quite popular.";4;1;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
10/3/2009;TKqdCqceKck3I01fT828dQ;Si-fhTeIyYgO1VelweooWw;"As a Kimpton hotel, the service is outstanding. The history of the building and its architecture makes it even better. Location is great because its next to a Walgreens (convenient) and barely 2 blocks from the State street train stop (even more convenient).  Ask for a room facing north up State street and you get a great view of the city.  The Aveda products in the room are a nice touch.  Regular rates can be pricey, but join the Kimpton loyalty program or become a fan on Facebook and keep your eyes open for deals.";4;1;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
5/25/2011;KJJvbb7S7aPsgX1gtZ2Axw;5MZGcmlojIXaPIZwT5pWnQ;"I have stayed in this hotel ever since I became jealous of another publishing type who had put authors up at the Burnham while me and my people were at the Embassy Suites. So I began my exploration of Chicago hotels. Love and hate. Hate the W Lakeshore for their pretentious, sometimes just mean staff. Love the Holiday Inn Silversmith for really nice and affordable rooms and the unexpected diner and weird, tucked under the L feel. Love what they did to 71 now as much as I hated prior to renovation (and that view from the penthouse rooms -- yea!). LOVE the Sax because you can get food from Bin 36 -- for reals, that is worth the stay (have breakfast there!!!). Love the Monaco even though is like every other Monaco  -- but the service is so perfect and what a location. Hate that giant Hyatt, love the Palmer house, love that place that USED TO BE the Nikko but is stil so nice. Well, anyhow, I could go on and on and on. I love the Burnham because the staff is wonderful at all times. I leave to go to the drugstore and they wish me well, I return ten minutes later and they ask how things are going. I love the tiny space you cram into for the happy hour wine. I love the nest of pillows I make in my bed. I loved the view of the Chicago theater out my wndow. I love the way the Atwood looks (even if food is spotty when too crowded).  I love my clunky hotel key clanking in my pocket. I love the frosted glass on my door. I love the metalwork on the stairs. Traveling a lot to Chicago and not staying at least once at this 150 year ld place is a mistake.";4;4;3;3;N;ojCaK0Z7nSMB8gPGbyjzAw
2/23/2007;rHU2YUxLRFFZwWgF;OpgsSE58fv3EJ0q3WW-cSg;"This was one of the best hotel experiences of my life. A green hotel, everyone is extremely friendly, it has personality, a great location, great beds and decor, and they constantly have Jazz on! Our room on the 6th floor had a lovely view of the Chicago Theater sign. We didn't even really care that there was a construction site across the street. Once that place is done, this will be an even better location! By the way, a great thing to do while you are staying here and you don't have a bathtub at home.... Go across the street to Lush (In Macy's) and get a bath melt and a bath bomb. Amazing. Will stay here again, absolutely!!";5;0;1;0;N;ojCaK0Z7nSMB8gPGbyjzAw
1/26/2011;oNxAwvY5QHvHCFTBhrTInA;lhSFb7XZvL8oFUeN1bBrTw;"This place was great! I was drawn to it because of the historic building, and I loved all the design touches. The rooms are lovely and the hallways still look like old office buildings. Our window had a great view. The staff was very friendly, helpful, and unpretentious. The location was very convenient, we were able to walk around the Loop and we very close to parks. The bed was comfortable and the room was nice and quiet. I recommend it and plan to stay there again.";5;0;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
4/12/2008;FxKf7bCuxxG1uhrh-t-74Q;0P_o3SzWwRgTf_I1l3DO6g;"Stayed here a few nights in the Spring of 2007, very enjoyable.  Beautiful lobby, friendly staff, unusual 1920's-office-building decor (nicely renovated).  Only complaint: noise from construction across the street, but that's certainly not their fault.";4;0;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
3/28/2009;kFB67llo7Gayl4bsHbCwjQ;gOPm2yoe38_OM6x4NIwLEw;"Very old, very cool.";5;0;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
1/12/2012;6lvP2pxAoVp6DXdYuXkIIg;Z2pnaijTKPcLyj1j_oRSmg;"I stayed at the Hotel Burnham for three nights right after Christmas.  The location is great for the Art Museum, Theatre District, restaurants and shopping.  I was excited to experience a Kimpton hotel because the reviews I had read about their boutique  hotels led me to believe that the Burnham would have a friendly and a cozier feel to it.  I was disappointed.  The room was lovely, but the bathroom was small and my showerhead had pressure problems.  The water was also lukewarm so I could not take a hot, relaxing shower.  The ""free"" hot chocolate that was offered in the lobby was somehow never available when I was in the lobby.  I ordered room service for breakfast all three mornings there.  Two of the three days, food or some item was not brought up on the first delivery forcing me to call room service and have the server bring up the missing food or item.  Not good when you have already poured milk on your cereal and realize the sugar packets are missing.  The down comforter was not in a duvet cover leaving me to wonder if I was sharing the uncovered comforter with the previous guest (s).  The person at the front desk assured me that the comforters are cleaned for each new guest(s), however, I did not feel confident in what he told me.  On the bright side, I loved the location of the hotel, and I loved the view from my room.  I was on the corner of State and Washington Streets, and I could see the Bean at Millenium Park.   I cannot say that my stay at the Hotel Burnham was unpleasant because I loved the sheer excitement of being in downtown Chicago, and some of the staff were very kind and helpful; notably Ben at the front desk, and one of the housekeepers whose name escapes me.  But on the whole, I would not stay at this hotel again, and possibly not at any of the Kimpton Hotels after this experience.";2;0;0;0;N;ojCaK0Z7nSMB8gPGbyjzAw
9/20/2012;cCL7xwhr7rL5PYhIvMXJEg;J6jxfCx8p6VSOV5QvtH7Pw;"This was my first trip to Chicago so I really loved this hotels downtown location. It was walking distance to all the famous shopping, the river, river taxi stops, the beach and Navy pier.   I also loved the comfy beds and quiet room. I thought it was rather expensive for the size of room you get but am told that Chicago is almost as pricey as NYC, so $150 a night wasn't a bad deal. The valet parking is $36 - which you have to get if you rolled into town in a car. However;  that I am told, isn't that expensive either. They don't serve a complimentary breakfast which is a bummer, but our room did have a bath-tub. One minus, one plus. All-n-all, we had a lovely stay.";3;0;1;0;N;Yc5wFFyMhyYsxI2Z4bhkng
9/25/2012;Q3l59V2BhYTT0W4-dhd9rA;ckcOyhMs_nJk9y6e6C5HZA;"Oh Red Roof... thank you for providing a somewhat cheaper place for me to stay... But other than price, NOTHING about my experience was pleasing. Lured in by the cheaper than normal room rate, the pictures that I saw of the room actually weren't too bad! I reserved the room and noted that *some rooms had refrigerators and microwaves. Upon arrive, NOT the room pictured nor were there any appliances as were listed. Not only that, but the room LOOKED dirty. Even after it had been cleaned. The door to the bathroom wouldn't latch (crooked door frame), and the windows were bolted shut with the air conditioning non-functioning. Add to it the wifi here was slower than dial up, and I was one unhappy person. Lucky for me I didn't spend a ton of time IN the actual room, but seriously... Spend the extra $30 and get a room across the street at the Marriott.";2;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
8/30/2012;C8T;EFP-pW2dQXX75OduCkbDow;"Came to Chicago on a trip with 2 of my friends and stayed here for 2 nights. We paid for a deluxe double room with A MAGNIFICENT MILE VIEW, paying extra for the view. I wish we could attach pictures to reviews, so I could post a picture of our ""view"" because all we could see was the unattractive building next to us, and the ugly roof and heating ducts of a shorter building below us. Our TV was broken, which wasn't the worst thing in the world because most of our trip was spent sightseeing, but it was kind of a bummer when we got back at night and wanted to put it on. The maid ASKED us if we wanted our room cleaned (YES!). The WiFi was free, but was so painfully slow I half expected to hear the hissing of a dial up connection. However, the location is fantastic, very close to the Navy Pier, walking distance to Millenium Park, nice area of the city, good restaurants nearby. The price was very reasonable (despite paying for a view we didn't have). The front desk staff was extremely nice and helpful, especially a woman named Nikita I believe. Overall, not an atrocious experience, but definitely nothing special.";3;0;0;1;N;Yc5wFFyMhyYsxI2Z4bhkng
10/26/2011;vx7EXWzwlSSym-;w1lHu6I_xLDKHMXc4Cv5ig;"Ugh. Where do I start? I came for a conference and this place was significantly cheaper, so I took a chance and stayed here.... bad, BAD idea. The thermostat was broken, and it never got about 62F in the room - FREEZING! Can you imagine what it would be like if it were snowing?!?! WTF? You'd freeze your b@lls off! The rooms were moderately clean, but again, nothing impressive. I've you're looking for a good deal, go to the Inn of Chicago which is a block away. It's nicer with more competitive rates..... plus you won't freeze.";1;4;1;3;N;Yc5wFFyMhyYsxI2Z4bhkng
2/22/2012;OHEgM-I1NSHIjhx65tImaw;kA6ZU5cWtNXbknE5wP41Hw;"Disgusting. Came with my friend just for a place to stay....horrible. They were doing renovations in the lobby made it look rundown. The hostess at the desk logged like she may not even have worked there because she had no Id badge. They head A big creepy guy for their valet service. E elevators are incredibly small and old. My bathroom towels had a curly black hair in it. Two,of my three pillows had long black hairs on them which almost made me throw up. The rooms suck. Very small. Weird smell. Rooms are freezing. Would never ever ever go back.";1;1;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
3/23/2012;QJKfqWTH606RbKOp5QirmA;irNxwMyv7fOcWGMwjeMAMg;"Disgusting. Ants in the room everywhere, shower drain stopped up, dirty floors, stickiness on the floor, unattentive staff, and the worst experience I have had in a long time. Booked this for 4 days and checked out in one and refused to pay.";1;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
7/9/2011;OTmHCvQzTd3cjtqO68yl4w;wH9uvsG3a0xtWFia4LXfjw;"Went in June 2011.  Was a place to stay.  As another reviewer said, VERY friendly staff, rooms are sleepable, and the biggest plus, PET FRIENDLY!!  They even give your room a discount if you have a pet. No free breakfast; free coffee though. Also has WIFI, but a weaker signal the further back you are";3;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
10/24/2010;blFjU8D0nKfy0t6UW8N;MxnNT3MSGco7hQN6-pCNow;"I mean its a Red  Roof Inn- your expectations has got to be really really low already but if you stay here- make sure they are even lower than usual.  I'm glad that I was able to stay here for Labor Day weekend for 6 days and only paid a few hundred bucks. My girlfriends and I only there at night to sleep but below are the pros and cons. Pros: - Nice lobby- that needs to transcend to the bedroom- looks like they might be getting there - Free wifi - Cheap - Right across the street from Garret's popcorn - 1 block away from Michigan Avenue and major public transportation - Walking distance to a Dunkin Donuts, 7-11, Corner Bakery, etc. - Able to leave items locked up before checking and after when you have checked out already - A safe, hair dryer, ironing board - Friendly staff Cons: - Excruciatingly small rooms with run down decor and bed spread. Gross - Our 16th floor room had no view whatsoever other than other tall buildings - Super small bathroom- I had to put on makeup with the bigger mirror on the floor lobby - Only 2 elevators and one broke at one point so only one can be used - No full length mirror anywhere :/ - No bathroom in the lobby area Next time I go to Chicago I think it may be worth it to spend a little bit more money to stay at a better place. I'd stay here for something cheaper or free though since the location is spot on. Its right across the street from a Marriot and I'm sure people that stayed there the same amount of time payed 3x as much as we did.";3;3;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
9/27/2010;cLMBA9yBvtIwnYVlsnyuAg;dhY4mk9sdBh3XfHoBDYjcg;"WELL.. where do I start. How about the good.. * Great location - right by Michigan avenue and all the shops * Across the street from Garrett's Popcorn! * Easy to find and get to... walking distance to so many places * Right next to the bus stop * Pretty friendly staff at the front desk * super cheap the bad: *dirty - rooms have not been kept up *small rooms - there was NO walking space *no desk *beds were very small and very low *bathroom is smaller than any other bathroom I have been too.. there is pretty much no room on the sink counter *lobby does not have a bathroom? isn't that weird? *room was not cleaned regularly *found a bug on the floor - do not walk around barefoot here *towels and amenities left something to be desired - the towels were so small they barely cover your body! *elevators are small, cramped, and chose to work when they wanted to In a nutshell... stay here if you do not plan to stay for long or are looking for a bargain room next to everything. Do not expect much.";1;2;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
1/3/2011;0cgkHC;DBWACa82z2KB7qlzm4dGpg;"This review is written in consideration of location, price and hotel. Location:  You are less than a block from Michigan Avenue's Magnificent  Mile.  This is the heart of Chicago. A short walk to the L-train station. You are surrounded by numerous restaurants and 4-5 star hotels.  There's even a 24-hour 7-11 down the street. Price:  We stayed here from December 27 to January 3, that's 7 nights. We had the largest hotel room, the suite...with a desk area, small living room (sofa bed), hall bathroom, fridge, microwave, two flat-screen TV's, king bed, and full bath.  All this for:  $632.84 (total price, with tax). Hotel:  This isn't a 5-star hotel stay. Let me explain.  The bathroom doesn't have heat or an air vent. The water pressure in the shower was non-existent. Stains and rips on the furniture. And, expect some street noise. Having said all of this...it wasn't a problem. It wasn't a big deal. One last thing to mention, the staff was extremely friendly. You get what you pay for.  But in this case, we got more than we expected. We would stay here again and recommend it to our friends and family.";5;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
4/11/2011;cEp4pzRXFfXLt-qr1gFc;MzjGSHKbbH-z7FO8KM9_YQ;"I usually travel on a budget, but this Red Roof really drops the ball. Strike one: The rooms are not clean!! That's the most important quality about a hotel. Wouldn't you rather sleep on a slab on concrete in an immaculately clean room than a soft mattress in a room full of dust and dirt? There were large piles of dust in the corners in the bathroom, and the corners of the sink had caked on dirt. The grout on the floor was cracked and stained different colors. Most Motel 6s that I've been in are better maintained/cleaner than this room. Strike two: One of the elevators was broken. According to previous reviews, this is something that happens pretty frequently. For a hotel with 16 floors, you would think that they would have people on call for repairs like this, especially for a spring weekend when there are lots of guests. The rooms are a tight fit, but most rooms in metropolitan areas are going to be small.  The mattress was nearing the end of its life, and yes, the bedspreads are icky.  Our toilet tank was a little leaky, so the toilet would spontaneously flush itself when no one was in the bathroom. This place would have gotten one star if it hadn't been for the EXCELLENT customer service from the front desk. The people working there were patient and polite, even with a constant stream of guests arriving at the desk. We had booked the room through a third-party site, and the woman at the desk made sure that we had two non-smoking rooms next to each other and let us check-in early. They sent up extra pillows to the room when we asked. I was really happy with the service we received. The valet parking guys were really nice, too. Parking was $36 with in/out privileges, which was a better deal than parking in the garage across the street.  TIP:  If you park at that parking garage, the Courtyard Mariott gives out blue parking tickets to give you a discount on the daily rate.  It may be a little dishonest since you are not staying at that hotel, but if you're checking out a review for a Red Roof, then I have a feeling you don't have extra cash burning a hole in your pocket. Even though this is a great location at a good price, I would try to use Priceline or Hotwire to get a better room at a nicer hotel for the same price.";2;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
7/14/2011;jaKuZlIgSPu7sp5nbl6vYQ;7c8OBUBnYL3U_4NxWQC79Q;"Great location, cheap as is comes. Small rooms. Missing remote from tv but not in the room long enough to care. No conditioner supplied in shower. Water is luke warm. Show drained REALLY slow. Walls are paper thin. For chicago on a budget this is ok but I have stayed better.";2;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
2/10/2012;pH0TkdKusK8nq5s5ZSL06A;fsMq-3hLvIAiD1kxzVlxaQ;"Remember the cousin you had that was always loud, obnoxious, dirty, and drunk? The one that ruined every family gathering for all? You wouldn't wish this place on him.... that's how bad it is. There is a reason why it's half the price of other hotels in the area. As others have said, the staff IS very good. But they can't make up for the lack of eveything else. It's cold, dirty, run-down, and very, very noisy.";1;1;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
2/20/2011;6WYuFKgkX8X6qIkty8POEw;kr8jteuJdyIkWDbO0ZRA2A;"The price is inexpensive, the internet is weak.  The thermostat is not easy to operate.  If you have an allergy, the air inside will trigger your symptoms.  The room is very small.  Its a motel 6 quality.";3;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
8/12/2005;J1mBEyDND1GUGfiH6c3Ynw;OlhH_-yyVWU6jj8H2TMSiQ;"This Red Roof Inn was formerly the Richmont and later a Motel 6. This is one of the few Red Roofs in a downtown location. It is a decent enough place, but the location just a block east of Michigan Avenue is the best thing about this place.";3;0;0;0;N;Yc5wFFyMhyYsxI2Z4bhkng
5/9/2008;BfvVpsOWX4JuJFWgpuzpsw;zlqZz3BtcecJjMsR0bKTeA;"This hotel was great. The location was awesome. It was the best deal I could find for downtown (everything else was 200-400 dollars a night and the Red Roof is 119.) I expected it to be more basic than it was. The bed was comfy, the room was clean, the service was decent. The decor was modern. We requested a room that faced Ontario street like our guidebook suggested, and we got a corner room facing ontario street (windows on two walls) which was great. It even came with a fridge and a microwave. The only two things that would have made it perfect would have been coffee makers in the rooms (there is a horrible complimentary coffee machine in the lobby, which was broken half the time) and a business center where we could check our email or bank accounts online. Although the coffee situation sucked, there is a Starbucks across the street which was pretty convenient. I would definately recommend this to anyone visiting Chicago who is on a budget.";4;1;1;0;N;Yc5wFFyMhyYsxI2Z4bhkng
9/9/2012;xXhD7i;_52iIbIsz6ME3zI7toOARg;"Ah, the Amalfi Hotel. I love this place. It is bang smack in the center of Chicago, a stone's throw away from tons of great restaurants and the Magnificent Mile shopping area. We got married in Chicago in May and we worked with Dan Wheeler and Moji Akinde as we had about 50 rooms for our friends and family booked here. Dan and Moji were great to work with ... very flexible with our numerous requests and always willing to make this experience easier as, with any wedding, it is one of the 100 things that we had to sort out but this was one where I was happy to leave it to the experts. Thanks Dan and Moji. The hotel itself is great. It is a boutique hotel which was what we wanted rather then the blah-ness of the larger chains. The foyer is amazing (and great for wedding photos). The rooms were large and very modern. The gym has lots of equipment and was seldom busy. To top it off there is also a breakfast buffet on every floor which was great for the morning after the night before when my heart (and head) was not into going out for breakfast. There is also a happy hour which complimentary cocktail and appetizers ... my friends and family did not miss a night here and it helped to make the hotel even more affordable. In summary the hotel is great ... central location, very reasonable rates, friendly staff, clean and modern rooms, complimentary breakfast and happy hour, free WiFi. Highly recommended.";5;0;1;0;N;HwJkHmF__Y2VApOA31GqQw
8/31/2012;q6Q3qDDJR9bdRF9bONMdbg;DEBeQJKoIOJ8WHTiRsgh2A;"young, modern, centrally located - those three words describe amalfi the best. The staff is quite young and ambitious, spending a comfortable atmosphere. The hotel has bewn built in 2004 and stays modern. The rooms are spacious, the beds, gosh, i wish i never have to leave it - extremly comfortable! And it is very well located. You are in everything's walking distance, north as much as south. Around the corner you fis a couple of nice steak houses, pubs n bars. The breakfast you got on the corridor with more than just the standard continental one. Further, you got free drinks in the late afternoon! I do recommend to stay here (will be #1 choice when i come back to chicago...)";4;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
7/15/2012;ahmMovkWTfX4LGn-vIpyzg;rvHR7L1RjDHdC6OGdGIJ-w;"The three major deciding factors in choosing this hotel over others in the area were 1) free wifi 2) free continental breakfast and 3) proximity to all the popular Chicago sights. Wifi was spotty in some areas of my second floor room but I can't complain because other hotels in the same price range were charging $10-15/day. While many hotels that boast continental breakfast end up having meager offerings, Amalfi's breads, pastries, fruit, yogurt, and drinks were abundant and helped us jump start our days of sight seeing. This also helped us save a money instead of going out every day to buy breakfast. My boyfriend and I do not have any finicky requests when staying at hotels. All we need is a comfy bed to sleep in at night to recharge for the next days activities. If you're a tourist this will be the perfect hotel for you. All of the major sights are within walking distance. Magnificent Mile (5-10 min), Sears Tower (20 min), John Hancock (15-20 min), Millennium Park (15-20 min) - all VERY walkable (which you should do to walk off all that yummy Chicago food!). Also, Trader Joe's is a mere 5 minute walk away if you need to stock up on 17 cent water bottles to keep yourself hydrated as you explore Chicago. Walk south for about 5 minutes and you'll be at the Blue line which gets you to and from O'Hare in 45 minutes. The Red line is also very close by. Although we did not ask for much, the staff was very nice and helpful. We had an issue with one of our keys not working and they were apologetic and immediately helped resolve the problem. Very satisfied with my stay here!";4;1;1;0;N;HwJkHmF__Y2VApOA31GqQw
5/27/2012;EYX3fqgXoFkLH6LnSZZqwg;y8tkRSUOGo0V7HeiAVOwOA;"Very nice boutique hotel in a great location. The room was very comfortable with a great bathroom. Good shower water pressure and lots of counter space. Plus a magnifying mirror and even a little stool that was a nice touch. Much more space than I expected for an urban boutique. Bed was comfortable and the linens were good quality. I like that they desk was a little lower so you could actually put your computer on it comfortably, and it rolled around so it was nice to position it where you wanted it. I could have used a few more outlets near the bed so I could plug my phone in, but overall, the room was very well put together. The checkin was efficient and the staff very helpful. The doormen were really friendly and didn't make me feel like their hand was constantly out for a tip. They do a breakfast buffet on every floor and it was MUCH better than I expected. It was great to just walk out and grab something. They have a cocktail hour that I never made it to - but will next time. I ordered room service from Harry Carreys across the street. This is a great idea since they don't mark up the food, and it's great. They do add an 18% gratuity and a $2.50 service charge, but that's totally reasonable. And it was very fast. I think more hotels should do this, everyone does what they are good at!";4;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
2/25/2012;6W7t7r52PwmqPuhfhCFPWg;tBBogzrotUdkTwmiOXWtNw;"Full disclosure: I did not actually stay here.  But my friends did!  And I was with them during check-in and saw their room and all that, so I deem that I'm qualified to review the Amalfi. I actually work next door, so I can tell you that the doormen are super friendly - they always have a nice smile for you or a quick hello as you walk by, guest or not.  Every once in a while, they've even helped me get a cab - thanks guys! The desk staff is equally pleasant.  They couldn't have been nicer during check-in!  There were a lot of people waiting around, and while they were efficient about getting you settled, they never made you feel rushed. The room was nicely decorated, very clean, and a good size.  Everything looked fairly new - they seem to do a good job of taking care of things around here. There's also a complimentary happy hour for guests starting at 5:30 and let me tell you - it is wildly popular!  At 5:30 on the dot, there was pretty much a mad rush of people going up to the Ravello Lounge.  It's probably a little less nuts during the week, but I'm betting the place was packed based on how many people were headed up to the 6th floor. Overall, my friends had a good experience here, and I was pleased with everything I saw - I would certainly recommend the Amalfi to Chicago-bound visitors!";4;2;0;0;N;HwJkHmF__Y2VApOA31GqQw
4/19/2012;qwQmr7yBZ5Umi65Wz3LTtA;wlo8cufzWoS1WQrng0JCTg;"We all know travel can be stressful and where we reside upon our travel is absolutely important.  I travel to Chicago nearly 7 times a year and choose Amalfi Hotel not only for the convenience and great rooms but the staff and overall experience is worth it.  There are endless restaurants and convenient shopping whether you wish to shop State or Michigan Avenue.   Safe Travels to you...";5;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
6/28/2012;-mBq5FpgfzBRewWdbmyGNA;sCJQlg21zCxY-DezsDwyNg;"Our room was cozy. I really couldn't hear anyone in the halls or rooms next to ours. Unfortunately, on the weekend we could hear the bars downstairs quite a bit, but it wasn't too bad. I wish there had been more outlets for all our electronic devices. We loved the morning continental breakfast and the evening happy hour. The workout room was clean with modern equipment. The staff was always very helpful and pleasant.";4;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
8/14/2012;rL1IG61Qncu8J;OxEzBg_sE20hi452QlPspA;"The room view was of a brick wall,but the shower was awesome a double head sprayer,the cocktails and snacks from 5:30 to 7pm was totally reelaxing and a superb way to begin a evening .a few bill disputes stopped a 5 star rating";4;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
3/24/2011;9d6XrOwMSPgURKd4M7La2g;J65hGqk7PzQ9C-X_2sGAtg;"This is one of two hotels my company uses in Chicago, so I stay here a lot. It's fine, and could be really good, but I just wish it would fix some of it's foibles. Pluses: great fitness room with new and high quality equipment. Free wireless. Comfy beds. Good idea: happy hour, with good quality booze. Bad execution: the room only seats about 20 people, and in 15 days here I think I've been able to find a seat twice. Good idea: breakfast set out on each floor, and the coffee is really good. Bad execution: show up at 7:10 instead of 7:01, and it has been raided, with no idea when more might be coming, unless you want to go to a different floor. So-so: River North location. Close to lots of restaurants, but can sometimes be full of loud bar-goers who make noise at night. Just hope your room isn't within shouting distance of Public House. Not good: I think the night desk guy is snotty and not terribly helpful. Weird: room service comes from Harry Caray's. They do at least have salads and sandwiches on the menu in case you don't want a $35 steak for room service. I'd like to like it here, but I've just seen too much of the place's quirks to be really happy with it.";3;4;0;0;N;HwJkHmF__Y2VApOA31GqQw
7/22/2011;6Rl82Zz85n;VHaUQSMvMOZiBXKlSewGgg;"Stayed with a group for a bachelorette party, and was disappointed.  The hotel is beautiful, the staff was all rather friendly.  The main problem was the room/sleeping situation.   We had booked rooms with 2 queen beds several weeks before, but received an email a few days before our visit stating they were sold out (how that happens I don't know!!) so they ""upgraded"" us to two ""suites"" with a king and a pull out.   First, this meant our party was split up and on different floors.  Second, that meant two of us were stuck on a pull out couch.  :(  I'm not a picky, unreasonable person, but that was the WORST ""bed"" I've ever slept on!  It was sunken in the middle so we literally rolled into each other unless we balanced ourselves on the very edge of the bed.  Then there were the springs poking into our backs ALL night!  Just awful!  For the amount of money we spent I expected to be comfortable!   I would not stay here again after this experience.";2;1;0;0;N;HwJkHmF__Y2VApOA31GqQw
1/12/2007;r6BFlW-;xRJDiwMl_mlTgykx6gEARw;"My experience with the Amalfi was great! I stayed there last year when I came to the city to look for housing for when I moved. We got a great deal booking online and were extremely happen we decided to stay there. The location is perfect. It is around anything you need and restaurants galore. The free cocktail hour was a very pleasant suprise. They had an extremely nice spread of food and drinks for this cocktail hour (including their house made ""Amalfitini""). They have fresh mozarella and proscuitto among many other things. When we went to the concierge to get a dinner recommendation, not only did she recommend something to us, but she knew someone at the restaurant and was able to get us 25% off our entire bill plus free dessert. That was a great perk! Other than that, the hotel is very nice and is a more modern looking style. I highly recommend this hotel.";5;4;2;0;N;HwJkHmF__Y2VApOA31GqQw
7/12/2009;4029wGioBf;oGiqow-Dt9IMepgkswdM4A;"Stayed here last Tuesday on a business trip. My company booked this hotel so I wasn't too worried on the quality. Def. the pictures on the hotel website looked better than the actual hotel itself. But that's usually the case anyway. The hotel staff was really nice and had offered advice where to go to eat. The location wasn't too exciting - I didn't find to much to do around the hotel, but at least it was safe to walk around at night. The rooms were your average sized rooms. Nothing big and spectacular - the beds were comfy, and I loved the dual shower heads and the aveda products to use. They have a 24 hr business center, free wi-fi in the room, flat screen tv, books, cd's and magazines for you to use in the room, a decent fitness room (3 treadmills, 2 elliptical's, 2 stationary bikes, and free weights), a complimentary happy hour from 5:30-7 which has drinks, snacks that include meats, cheeses, and bread to snack on, continental breakfast in the morning set up by the elevators on every floor, and newspaper delivered to your room every morning. Overall, not a bad hotel. My only complaint I have with the hotel was that the view kinda sucked - it looked out to another building. Not a bad choice if you want to go with something other than the big chain hotels.";4;3;2;2;N;HwJkHmF__Y2VApOA31GqQw
5/27/2007;y2u7si9DEJa0pkRZh4;Biund9LzEJNUo2SODwyMGA;"The staff at this hotel are very well trained professionals. The Hotel itself is very discreet, private and unassuming. I stayed for a few nights in the earlier part of the year when it was a necessity. Their bar and food happy hour is something to look forward to each night. Anti pasto to rival any Italian B and B. good selection of beer and wine too. The beds are so accommodating and the view and location are excellent. I have stayed in many hotels around the world; this one is as impressive as any! On a side note you cannot compare this hotel to the Peninsula or Ritz Carlton. Do you compare a Toyota Matrix to a Mercedes Benz?";5;3;1;0;N;HwJkHmF__Y2VApOA31GqQw
2/13/2012;tX1ZHL8yh0LJUyVE6ieySw;xxsKHU4JPdWAZdAVL5v-ew;"Nice place.  Styling was standard hotel.  I found it interesting that the decor was so nondescript, almost like what you'd find in a dictionary picture for ""hotel"". Cocktail hour was really good, heavy appetizers like a big tray of meats and cheeses.  Their signature martinis were good.  The continental breakfast on each floor was great too, you can run to get a coffee and a muffin or croissant and back to the room to get started on your day. Front desk staff was great.  Saved us on cover charge at Andy's Jazz Club right around the corner with the hotel business card.  Everyone was really friendly.  Location is near a few river-north clubs, and we had a street-view room so it did get noisy right about closing time but only for a few minutes.  A lot of people were in town for a clothing show at the Merchandise Mart which is only about 4 blocks away.";4;0;0;0;N;HwJkHmF__Y2VApOA31GqQw
5/17/2009;pJSdFGIpsL1hA6KT;dR9OiTIjuzvDdoqjuulKrw;"I didn't seek out the Amalfi.  This hotel is in same building as our Chicago office and, as such, we have a corporate rate.  So, it was convenience more than anything else.  However, this is a very nice hotel at an affordable rate in a good neighborhood close to a lot of things.  Good combination. The rooms are comfortable and of decent size.  Aside from the requisite TV, in-room entertainment includes several CD collections (mostly Jazz...fine by me!), books and a DVD player (DVDs available at reception.)  The bathrooms are large and offer good quality Aveda soaps and hair products.   Lots of free amenities.  In the mornings, there is a breakfast buffet set up on the credenza of each floor's elevator location.  Coffee, pastries, fruit, juice and the like are set up here from (I believe) 6:30-10.  During the week, from 5-7, there is a happy hour featuring antipasti selections and drinks, including the Amalfitini.  Wireless internet is also available.  Unfortunately, there isn't any free water (in-room Voss water is available for $5 and $7), but that is a very minor thing compared to all the other complimentary amenities.  There's also a workout room and business center, but I have used neither.  Parking is also pretty pricey, but I've never had to deal with that. Oh, almost forgot, they drop off chocolate truffles as part of the turndown service. During my last visit in February 2009, I saw that the lobby had been completely remodeled.  Apparently, by now, so have the rooms.  Hope to head out their soon so I can check them out.";5;3;0;0;N;HwJkHmF__Y2VApOA31GqQw
